sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52
Por1_E1,220323,0.03514715801913871,-0.3277541146911265,-0.1589026633842218,-0.07663811746565849,-0.023568365554881433,0.12058414563662752,0.058254035457048534,0.001645708764083402,-0.02517984671612895,0.03621854192324097,-0.029610334481378897,0.027887559479219996,-0.00475907503208516,0.02920522804933772,-0.00018092116567729156,0.006422464674110506,0.00011589035163597804,0.0010010088969355105,-0.0006020805814802592,0.00893415672217264,0.02833089370342556,0.016629708373392935,0.008095288572860954,0.009175369089045482,-0.019931897309310474,-0.0040798306029391045,0.005799471804583869,-0.004483789528721997,0.00326290989187793,-0.0034192786901171756,-0.0036175737845226767,0.0026780298033957034,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Por1_E2,220324,0.0064277299202138115,-0.37993985050300183,-0.19121842115981363,-0.00311774531325424,0.009144909844061914,0.005619453305482372,-0.004824523902536621,0.006415341694336504,-0.0075518885575880925,-0.01659108497117861,0.039504878268689106,0.004579816863900248,-0.015028555793595048,-0.03314875131734914,-0.016014195280042595,-0.0012457767359929956,0.008540969320524333,0.008930945955315099,-0.0041891108883482615,-0.0003772394432778502,-0.001184368355273106,0.007641128287725672,-0.003863630964444211,0.012883985135725265,-0.002886795665049513,0.0008750967468436944,0.0019667515770689444,-0.012852968309080701,0.008175497050940448,-0.0009872577500019356,-0.001884200293696429,-0.0067157981109625215,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Por1_E3,220325,0.04173812629422686,-0.3410653639163852,-0.22136159072736608,0.007311134440352698,-0.04082209846619106,0.056901666399495544,-0.10909911379643429,0.0016913397741622448,0.013501832468893929,-0.023970395001347046,-0.015510695548780677,-0.01335990268798995,0.03191553769528571,0.020180289933378653,-0.009602227300211597,0.0037578463372051024,0.010384051826576252,-0.015610524882742989,-0.010394393775117082,-0.004992886643194523,0.023353417597779712,0.011328751842147967,-0.0006011539094749164,-0.0029448907141930206,-0.0023848284079108174,-0.001218690998563616,-0.0008346615606885231,0.0016383758045285996,0.001334426789661103,0.0013170523219055983,-0.00033021920431425565,-0.0007672906984226175,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Por1_E4,220326,-0.0025001487933408086,-0.3499977894807986,-0.1677488801515978,-0.0066185581680983105,0.006711164959520888,0.015736957943802116,-0.010577141504934209,0.011797201788021036,-0.02097271266433279,0.0037189714677563976,0.03513495765466783,-0.01905335190016373,-0.020244456700424154,-0.04425594964876052,0.012906511608916683,0.008767418323662264,0.0018607386185625963,-0.0016378038063525019,-0.010263934689055256,-0.007727986659537288,0.0330839772473417,0.004667449139632244,0.0033951500359964875,-0.007000294071421123,0.004028286198874765,-0.0025098357395348697,-0.00150008190328434,0.002949994624258748,-0.002038704500100338,-0.002008169329313912,-0.004568477840832908,0.0018446773551533742,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Por1_W1,220327,0.025468856486712217,-0.46658861924526973,-0.24208544091688713,-0.008129765407681478,0.05240076732127956,-0.08386868590343342,-0.000579992870118121,-0.008435852874661625,0.006114719678164356,0.02506227231420719,-0.013812550515016491,-0.018258882364125855,-0.009441575774440856,0.0006253359996902546,0.02447745033992753,0.0069840984731741555,-0.005179455711250181,-0.02954391196449075,0.0038146342334564433,-0.004279351894892672,0.015949583908791393,-0.00033464145355921536,-0.021500423332876863,-0.012755774388896985,0.006396541988441853,-0.004285112151782196,-8.255714252272636e-05,0.00012273609868038545,0.0012397956104682757,-0.0011650063770594656,0.0026814008292396193,0.0017146641843577375,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Por1_W2,220328,0.01549054126534735,-0.4130305066373844,-0.21730069996794152,-0.016940016159183186,0.012074988332053437,-0.022724611309019038,-0.12458862629697587,0.0013734637752124427,-0.0006011914202325664,-0.00968968619480277,0.007604551004568921,0.014384708315588033,-0.016068257760289795,0.0264946057918971,-0.02129051080593811,0.011430723709363922,-0.009836418144111032,-0.001313066138866994,0.007783133833405305,0.015896611252827802,-0.01528319806945417,0.003384917281476341,-0.0010293406126819647,0.007800846569987929,0.0018301663317993604,-0.0012779095369648214,-0.0022008507096998,0.000299621038132262,0.0002945806203997816,-0.002289791213033647,-0.00019055899163026424,0.0003739403530624295,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Por1_W3,220329,0.01594453606225376,-0.4135930792549978,-0.20962492971708124,0.0025642677271943584,0.034120305698620665,-0.14829191933207772,-0.0006420784229076939,-0.018623733947730245,0.007016992954854067,0.03804455319172231,-0.03099275058038181,0.0003832775210412754,0.024000092881579834,-5.021122785960197e-05,0.027776448517996995,-0.000402292750087306,0.005373553800321782,-0.0006192646314746347,-0.014003006383881859,-0.011274430949035534,-0.018157799388973536,-0.006567956772658792,0.0019014129830722726,0.00723868244554116,-0.0006835537778717587,0.005592984730739539,0.0020134385343135034,-0.0038372976079060536,0.0002936562442542751,0.0030195163474249246,0.0028650826014709487,-0.0022719109712996386,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Por1_W4,220330,0.009188850717519036,-0.38683035926340986,-0.1924849661564025,-0.013896559278416567,0.01442186929887205,0.010685398579204131,-0.006911402657174973,0.0039230229964690565,0.0006666746281649861,-0.028534828719663504,0.0430610333673349,0.023326102787963116,-0.014444699732905318,-0.037864633139454436,-0.028326249569348406,-0.00026536282541717986,0.011702543853594368,0.007572912399121792,0.01290352560352574,-0.003930874550313595,-0.009263858232331886,-0.013035991754378189,-0.01129764479993891,0.007877544803163307,-0.0022903092098158742,0.002045664712174948,0.0058133344576324,0.003516956539697021,-0.005888899992995172,-0.0026318140415249255,0.0036429452243310575,0.007048822560744016,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Por2_W1,220331,0.429962104060604,0.29297145731829416,-0.03993181881271107,-0.02440185048430259,-0.15778750701256325,-0.027305695464965515,0.04110227671496585,-0.0210389531519144,0.06559787234807894,-0.014488942747881714,0.03299088302350427,0.036752671252117695,0.031170832030641575,0.00228466544836637,-0.0013879606522234785,0.018915726360665925,-0.009390689324911114,-0.035305073371274615,0.009360380547743671,0.006401658573741873,0.00683942974806357,0.0035182463291145863,0.008989968094352742,0.00390261019659863,0.009071204913144603,0.0016011535017904032,0.0020000991969856855,-8.934779206277502e-05,-0.00302950826830895,-0.000752219977761714,0.0002719292833068916,-0.0005628506136098285,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Por2_W2,220332,0.4584177782241062,0.32692014203386244,-0.05599302951865734,-0.014613118407225211,-0.05770404437786171,-0.009354632877455075,0.012897133916650429,0.0010982218705384112,-0.037295443299448026,-0.031092066115204594,-0.0077523903985549526,0.007074459618971271,0.03737687261329711,0.018606416958494,0.006298671351577906,-0.011989159997601478,0.01924984022342864,0.031431355291355066,-0.01345174099082706,-0.000531070928627879,0.00036543818290881184,-0.024692126637482277,0.012991628697258225,-0.00032318516523015506,0.015771839067998485,0.0009929174317761767,0.005385174826033771,-0.0026813578035676062,-0.0016241648954185318,-0.0025787857976022777,-0.00199798659886864,0.001999669252125155,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Por2_W3,220333,0.5177540448862185,0.3527829934518565,-0.07839028833567012,-0.009115021660378494,-0.09821207834564458,0.002572760568650342,-0.15379261783262071,0.03964915473129706,-0.04120294558826894,-0.011055914276119672,-0.05236449244110042,-0.004222290410211291,-0.008721390624525344,0.027019027626943817,-0.024375405213163434,-0.004684026184905934,0.009490053852678412,-0.002299852086337556,0.010601610587019509,0.004693748303029508,0.004526992001618154,0.0028738940228231515,0.004289031338353648,0.004185014260786107,0.0017097555245540593,0.0005462038586279274,-0.0009165383922750355,7.306441923333996e-05,0.0002985682750825071,0.00019519973517433876,-0.00039525188916043614,-0.00057622793603212,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Por2_W4,220334,0.47279727961828694,0.33345598668384935,-0.04726303083562375,-0.016233697608800488,-0.10504988282303002,0.011695246504827929,-0.0038277305631636634,0.07971315744483877,-0.00834273780237491,0.056625669849304824,-0.042366133116639275,-0.08227131044317744,0.005874464795420568,-0.036997858545999726,0.01800370990131304,0.007045431733716652,-0.01861659996860522,0.006218572074067297,0.009098241442793378,0.003079713400688932,-0.002059540409749011,0.0015807342232939867,-0.004349845198909204,-0.0015928379767150053,-0.0022336555537082955,0.0030840648657157934,-0.0011725280727429223,-0.0017437628711500651,0.0005812169860700945,-0.00013243054318844586,0.002185574275088456,0.0006504039146775474,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Por2_W5,220335,0.4916864784247827,0.3354697967365603,-0.05826991869308521,-0.0057158206049927295,-0.024189431999428208,0.0041953379987476926,0.010607100885621612,-0.041806169372352486,-0.032020819737803796,-0.00981800111319931,0.021017377351458654,-0.050861143683949915,-0.027146385181735493,0.040394454951619196,0.05443162390909917,-0.0017298417757632585,0.018760961637362714,-0.030798487923575788,0.01214796705575852,-0.007506749475154382,0.008875257863369405,-0.027377476470446117,0.008045418151494184,0.00045749808393007527,-0.000357112586147502,-0.00123106755532906,0.003681793770090561,-0.005041506610090668,0.00253291020072347,0.00018980448513266653,-0.0012747627857647578,-0.0002998096401330286,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
