sample_uid	A1	C15	C15ev	C15by	C116aa	C15ai	16589_C	10255_C	C15wu	C15ad	C93l	C15dt	C15ks	67579_C	C15pm	C15tf	C116	C116ab	3075641_C	69713_C	C15qx	54734_C	C15jr	10257_C	C15gk	C15kl	139454_C	13451_C	C15gu	C15er	C15vq	7149_C	C15je	4548_C	C15ct	604_C	C15cn	C15ir	C15bb	C15sw	38402_C	4712_C	4686_C	139579_C	14683_C	C15ou	C15dn	C15bo	C116bf	154454_C	C15jk	C15qn	16193_C	139827_C	3089325_C	20702_C	C116ak	C15kt	C15bn	C116i	C116ao	4284019_C	C3pa	22917_C	17354_C	21431_C	151947_C	3085819_C	C15mg	C15af	54722_C	350908_C	C15bc	C15gr	C15ed	5144099_C	C15we	564_C	D1	D2ac	D2	D2d	D6	5144098_D	D1z	D1np	D17o	D4	D5
220335	0	0.8013620453507837	0.010158271191599452	0.022447116116268453	0	0.005935169684979455	0.014000913103028458	0	0.011375741896210623	0	0	0.009359306041698372	0.013201947953127378	0	0.009549535839293867	0	0	0	0	0	0.01027240907015675	0.009739765636889362	0	0.010196317151118552	0.0076091919038198145	0.007989651499010805	0	0.012631258560340891	0	0.006391721199208644	0	0	0	0	0.004984020697001978	0	0	0	0.004945974737482879	0	0	0	0.00658195099680414	0	0.005440572211231167	0	0	0	0.006011261604017653	0.005402526251712068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004413331304215493	0	0	0	0	0	0	0	0	0	0	0
220340	0	0.7993038321461953	0.012054017468656331	0.021916395397556968	0	0.006897218551584104	0.014793566893350952	0	0.013020917265607375	0	0	0.010829277725851677	0.013697747123473105	0	0.008121958294388758	0	0	0	0	0	0.009475618010120217	0.01021690785444935	0	0.011022657685241886	0.007638508395913237	0.008025268314693653	0	0	0	0.007509588422986431	0	0	0	0	0.0050923389306088244	0	0	0	0.0046088890321333035	0	0	0	0.005350178876462436	0	0.004931188964450318	0	0	0	0.005253488896767332	0.00522125890353563	0	0	0	0	0	0	0	0.005640248815547749	0	0	0	0	0	0	0.004415509072743095	0	0	0	0	0	0.004963418957682019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220346	0	0.8419430850099692	0	0	0.027116186333152076	0.011165488490121443	0	0.020590900851912272	0	0.013304332064527823	0.025956135580931666	0	0	0	0	0.023273518216421967	0.012144281312307414	0.009534167119811492	0	0	0	0	0	0	0	0	0.014971905020844662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220360	0	0.8574362637853284	0	0.013796490601419834	0.010760369692369513	0.01544849756663839	0.008974416216457561	0	0.0068759208822610175	0.01089431620306291	0	0	0.006608027860874224	0	0	0	0.010269232486493727	0.007009867392954413	0	0	0	0	0.005045318569451266	0	0.005759699959816047	0	0	0	0.005848997633611645	0.0051346162432468635	0	0	0	0	0.008706523195070768	0	0	0	0.009912041791311336	0	0	0	0.005045318569451266	0	0	0	0	0	0	0	0.0064740813501808275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220345	0	0.8373072080579163	0	0	0.028249921309411393	0.011174063581995594	0	0.02073497009757633	0	0.012865911237016053	0.02305634246144161	0	0	0	0	0.021954674220963172	0.013298709474346868	0.008380547686496695	0	0	0	0	0	0	0	0	0.01562008183821215	0	0.007357570034623859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220350	0	0.8304415409822291	0	0	0.02764357433936899	0.011889257656597908	0	0.024534722513968828	0	0.013023568457757425	0.026089148426668908	0	0	0	0	0.024996849136663446	0.008780405831197748	0.008486325253119355	0	0	0	0	0	0	0	0	0.016468512372390037	0	0.007436037474267949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021005755577028105	0	0	0	0	0	0	0	0	0
220344	0	0.8240159622709958	0	0	0.029602757119535642	0.0102303645927807	0	0.025104298929802284	0	0.012153092690005442	0.029639035008162524	0	0	0	0	0.021367676401233448	0.01099220025394522	0.009250861599854889	0	0	0	0	0	0	0	0	0.014257210230364593	0	0.006638853618719391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006747687284600036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220349	0	0.8213291120687128	0	0	0.029548852343681296	0.010787676252455075	0	0.02362735613988802	0	0.011901621082871633	0.02641221821592941	0	0	0	0	0.02324626975053499	0.012399964822794828	0.008149385864626388	0	0	0	0	0	0	0	0	0.014686483158913024	0	0.006888869345997127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005042066074517047	0	0	0	0	0	0	0	0.005980124879078357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220343	0	0.8325154096815987	0.004475678222292018	0	0.02320285815240862	0.009775823485532567	0	0.019904989988614504	0	0.009775823485532567	0.023045816811275568	0	0	0	0	0.020533155353146718	0.0101684268383652	0.0066742569981547645	0	0	0	0	0.005574967610223391	0	0	0	0.012092183267245102	0	0.006046091633622551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006870558674571081	0	0	0	0	0	0	0	0.004593459228141809	0	0	0	0	0.004750500569274862	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220361	0.00036524343474926037	0.7696409657036415	0	0	0.024361737097775667	0.022572044267504292	0	0	0	0.03561123488805289	0.012345228094525	0	0	0	0	0	0.02231637386317981	0.02469045618905	0	0	0	0	0	0	0	0	0.007049198290660725	0	0.01826217173746302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015997662442017606	0	0	0	0	0	0	0	0	0	0	0	0.008619745060082545	0.008291025968808211	0	0	0.006099565360312648	0.006976149603710873	0	0.006026516673362796	0.004894262025640089	0	0	0	0.0044559699039409765	0	0	0	0	0	0	0	0	0	0	0.0008400598999232988	0.00018262171737463018	0.0004017677782241864	0	0	0	0	0	0	0	0
