sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	data_set_uid	data_set_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth
220352	Por4_E2	20240421_MY_KN_Por4_East_middle2_field_MetaB_ITS2_Q2181816ED_Q2181190GV_2411-cv-1372_R1.fastq.gz	7ed59cb8e04bc75d2299208812ec8b7e03e24675b085ab8099ddbfca84705930	20240421_MY_KN_Por4_East_middle2_field_MetaB_ITS2_Q2181816ED_Q2181190GV_2411-cv-1372_R2.fastq.gz	7b8f4f83a1a6006df4ce64c5dcc0ea4be5d11d8e6a3bb78f0f15bc706270c4fd	1154	20250219T114321_schloma1	2.574966180670374	1.0406583496167143	0.015143544265744777	1.0406583496167143	0.015143544265744777	0.0	0.0	0.0	0.0	1.0	0.0004885014279272508	0	0	0.034307831053660004	0	0	0	0	0	0	coral tissue	Cnidaria	Hexacorallia	Scleractinia	Portidae	Porites	sp.	5.80516700	102.89116100	20240421	10.9
220355	Por4_W1	20240421_MY_KN_Por4_West_top1_field_MetaB_ITS2_Q2181819E3_Q2181196GB_2411-cv-1375_R1.fastq.gz	f5000c5bc0f80350b576ea0a83882f1c8cab86c1849d1f6c05da47d9a0f847bf	20240421_MY_KN_Por4_West_top1_field_MetaB_ITS2_Q2181819E3_Q2181196GB_2411-cv-1375_R2.fastq.gz	d951d5c77495efb1293c2a50dff36e8bc92a0860b193d6f8744ec4d29833790a	1154	20250219T114321_schloma1	2.5837627563908256	1.0384459937354753	0.017631605537031424	1.0384459937354753	0.017631605537031424	0.0	0.0	0.0	0.0	1.0	0.0007072850358694554	0	0	0.040264726684854	0	0	0	0	0	0	coral tissue	Cnidaria	Hexacorallia	Scleractinia	Portidae	Porites	sp.	5.80516700	102.89116100	20240421	10.6
220354	Por4_E4	20240421_MY_KN_Por4_East_bottom4_field_MetaB_ITS2_Q2181818ET_Q2181194GT_2411-cv-1374_R1.fastq.gz	b576069c3b4100ced5008b406964d5a11399662a2194f0ba66c2056bfc26c06d	20240421_MY_KN_Por4_East_bottom4_field_MetaB_ITS2_Q2181818ET_Q2181194GT_2411-cv-1374_R2.fastq.gz	2c7e2f24402749e1a8eba7685ecf570d7edf08b7a4e0d19835acae026b96687f	1154	20250219T114321_schloma1	2.5320258557367414	1.0297487880123402	0.01593947407080946	1.0297487880123402	0.01593947407080946	0.0	0.0	0.0	0.0	1.0	0.0005876303804906713	0	0	0.04377846334655501	0	0	0	0	0	0	coral tissue	Cnidaria	Hexacorallia	Scleractinia	Portidae	Porites	sp.	5.80516700	102.89116100	20240421	12
220357	Por4_W3	20240421_MY_KN_Por4_West_middle3_field_MetaB_ITS2_Q2181821EE_Q2181200G8_2411-cv-1377_R1.fastq.gz	ad67eadc7438f3e5544f33d32f6fe9801ab5853590a172dedd9cd4e441f0228f	20240421_MY_KN_Por4_West_middle3_field_MetaB_ITS2_Q2181821EE_Q2181200G8_2411-cv-1377_R2.fastq.gz	da09c2d463fc8c88bd34c3d62a79d21f39ba33b1772992b3dd31f965a24f241e	1154	20250219T114321_schloma1	2.528839562591807	1.0427289048473967	0.017235188509874325	1.0427289048473967	0.017235188509874325	0.0	0.0	0.0	0.0	1.0	0.0006202056471356291	0	0	0.04592786029051738	0	0	0	0	0	0	coral tissue	Cnidaria	Hexacorallia	Scleractinia	Portidae	Porites	sp.	5.80516700	102.89116100	20240421	11.4
220356	Por4_W2	20240421_MY_KN_Por4_West_middle2_field_MetaB_ITS2_Q2181820E6_Q2181198GR_2411-cv-1376_R1.fastq.gz	b1c609403746ec3129be6deeb84fad2254ae8bdbcea3f3ab8cef9eed91b5a7a6	20240421_MY_KN_Por4_West_middle2_field_MetaB_ITS2_Q2181820E6_Q2181198GR_2411-cv-1376_R2.fastq.gz	42a0fa5575a0aedc23d510d5693d106fd1ed6f4ac440758f624b306f43e9bf04	1154	20250219T114321_schloma1	2.652844252648097	1.0355825814044723	0.01655551196547666	1.0355825814044723	0.01655551196547666	0.0	0.0	0.0	0.0	1.0	0.0007846214201647705	0	0	0.04386033738721067	0	0	0	0	0	0	coral tissue	Cnidaria	Hexacorallia	Scleractinia	Portidae	Porites	sp.	5.80516700	102.89116100	20240421	10.8
220358	Por4_W4	20240421_MY_KN_Por4_West_bottom4_field_MetaB_ITS2_Q2181822EM_Q2181202GO_2411-cv-1378_R1.fastq.gz	41dc932dfb3eaef351ed41c84b4e32305e38b77ff9d0aee91a28c63569a167d2	20240421_MY_KN_Por4_West_bottom4_field_MetaB_ITS2_Q2181822EM_Q2181202GO_2411-cv-1378_R2.fastq.gz	21d4963681e1b6be71c21e01566e321325d0a5e4ca1b43d2ec22ded14ce2d4e0	1154	20250219T114321_schloma1	2.520084391676664	1.0357837256443139	0.018739916435692713	1.0357837256443139	0.018739916435692713	0.0	0.0	0.0	0.0	1.0	0.0007860009101063169	0	0	0.049104372647168326	0	0	0	0	0	0	coral tissue	Cnidaria	Hexacorallia	Scleractinia	Portidae	Porites	sp.	5.80516700	102.89116100	20240421	12
220363	Por5_W1	20240422_MY_BBr_Por5_West_top1_field_MetaB_ITS2_Q2181827ES_Q2181212GV_2411-cv-1383_R1.fastq.gz	cc1317b30c218cf8eeadef7ca1b24e27f163b57f9935e9ccd1d396c4bc446e1e	20240422_MY_BBr_Por5_West_top1_field_MetaB_ITS2_Q2181827ES_Q2181212GV_2411-cv-1383_R2.fastq.gz	ea889ef627d4dd4cb05809ad29a5e7492a12fd0798f7616c950e2626b234514e	1154	20250219T114321_schloma1	2.6305584281282317	1.0382626680455016	0.018459152016546018	1.0373836608066185	0.01840744570837642	0.0008790072388831437	5.170630816959669e-05	0.0	0.0	1.0	0.0008790072388831437	0	0	0.023112719751809722	0	0	0	0	0	0	coral tissue	Cnidaria	Hexacorallia	Scleractinia	Portidae	Porites	sp.	5.80202800	102.89525000	20240422	9.1
220359	Por5_E1	20240422_MY_BBr_Por5_East_top1_field_MetaB_ITS2_Q2181823EU_Q2181204G6_2411-cv-1379_R1.fastq.gz	302f55bab22655e26b836928d9f41888f7862572a2e525297ec0a2247e5c95c3	20240422_MY_BBr_Por5_East_top1_field_MetaB_ITS2_Q2181823EU_Q2181204G6_2411-cv-1379_R2.fastq.gz	7369798ba49bafef6d85f82063c11cda555b52d8f0aa83365871600aae40da3e	1154	20250219T114321_schloma1	2.5945730565406224	1.0529545363987727	0.01565924214049488	1.0511614934055864	0.015539705940949118	0.0016735067936406742	7.969079969717497e-05	0.00011953619954576244	3.9845399848587483e-05	1.0	0.0006375263975773997	0	0	0.02438538470733554	0	0	0	0	0	0	coral tissue	Cnidaria	Hexacorallia	Scleractinia	Portidae	Porites	sp.	5.80202800	102.89525000	20240422	9.1
220351	Por4_E1	20240421_MY_KN_Por4_East_top1_field_MetaB_ITS2_Q2181815E5_Q2181188GK_2411-cv-1371_R1.fastq.gz	f1b148066fcafd2e91444f318e85b4a56e24f7b721a677ff4a691cf76e822b63	20240421_MY_KN_Por4_East_top1_field_MetaB_ITS2_Q2181815E5_Q2181188GK_2411-cv-1371_R2.fastq.gz	4e4fbb4ae1c05e324dfd487da4a005d9d9cb71871763cf331ca7625ad5bd4447	1154	20250219T114321_schloma1	2.5895640576810868	1.0265483037426024	0.016462448945569724	1.0265483037426024	0.016462448945569724	0.0	0.0	0.0	0.0	1.0	0.0007918646328248729	0	0	0.05501375343835959	0	0	0	0	0	0	coral tissue	Cnidaria	Hexacorallia	Scleractinia	Portidae	Porites	sp.	5.80516700	102.89116100	20240421	10.6
220353	Por4_E3	20240421_MY_KN_Por4_East_middle3_field_MetaB_ITS2_Q2181817EL_Q2181192GD_2411-cv-1373_R1.fastq.gz	5c8454d3ce7725198b544a179c2912a419dc269daf3a9c75e0870b454dce21ed	20240421_MY_KN_Por4_East_middle3_field_MetaB_ITS2_Q2181817EL_Q2181192GD_2411-cv-1373_R2.fastq.gz	bbc2cfbafdfbf4bcab2a2ae71e3b7ae12b946d1221ef0ed6e5458f8c5e358612	1154	20250219T114321_schloma1	2.5141573277028857	1.025445292620865	0.017107898868496563	1.025445292620865	0.017107898868496563	0.0	0.0	0.0	0.0	1.0	0.0009203616479887391	0	0	0.05928211791456879	0	0	0	0	0	0	coral tissue	Cnidaria	Hexacorallia	Scleractinia	Portidae	Porites	sp.	5.80516700	102.89116100	20240421	11.6
