sample_uid,sample_name,C15,C15aae,C15bn,C15ai,C15by,C116aa,C15ad,C15he,C15ay,C93l,C116ab,38400_C,C15tf,C15ev,38401_C,8842_C,C15gu,C15mg,5299311_C,C15pe,C116,C15cn,3197409_C,C93a,5366364_C,13451_C,151947_C,C116ak,C15je,C15fh,C15dt,49137_C,C15bq,568188_C,C57d,35743_C,C15dq,38402_C,32310_C,C15kl,C15jk,190219_C,C15er,22914_C,C116ao,72002_C,22917_C,C15pm,C3pa,C15cq,C15ch,357890_C,14880_C,C89i,C15gk,350642_C,69713_C,C15sw,C15ls,446681_C,4686_C,5366409_C,C15zu,C57a,14676_C,5366365_C,4661_C,C15vy,776_C,12753_C,C15eo,C15wu,C15pf,C116i,C15bo,C15dr,5366368_C,3480539_C,C15dl,C15bp,C15aj,C15af,7145_C,5366387_C,61501_C,654644_C,C15gr,C15ir,C15mc,38404_C,5326_C,C15e,65185_C,10255_C,C15yp,1334_C,65906_C,5366612_C,C15av,C15sd,C15jj,C15mp,5366458_C,5366482_C,538_C,C15vx,C15pq,139621_C,6391_C,C15ra,166945_C,274639_C,33648_C,13909_C,19789_C,5366371_C,C15jl,31355_C,5366460_C,16408_C,496434_C,14447_C,350934_C,148247_C,19499_C,5366386_C,5366484_C,146174_C,C15co,357812_C,4548_C,1881464_C,C15gj,19581_C,350908_C,C15qu,C15rx,5357_C,15357_C,C15hz,22009_C,C15id,C15gi,4719_C,C15bb,C15lg,350920_C,5366379_C,139690_C,5366520_C,5366407_C,4019348_C,3480428_C,C15lb,C15iu,C15re,570726_C,C15ky,484297_C,8797_C,5366615_C,C15yo,69714_C,C15.8,5366485_C,C15v,740_C,564_C,C15ab,143057_C,17599_C,14619_C,1174_C,C15jm,C15vq,C15r,146470_C,C15es,5366519_C,C15jf,264436_C,18969_C,139464_C,533095_C,31192_C,357814_C,21424_C,863850_C,350960_C,547610_C,C15ox,C60,5366562_C,5366526_C,15105_C,5605_C,C15vg,C91k,C15im,32293_C,568084_C,C15fq,14685_C,5501_C,C15qm,277245_C,139495_C,4663_C,5366498_C,17830_C,67473_C,478287_C,64100_C,5366490_C,5366469_C,C15s,14911_C,190532_C,98678_C,31205_C,8800_C,28252_C,5366492_C,C15ed,8914_C,139440_C,357851_C,C15ug,C15ks,71996_C,C15jw,C15al,C15hc,12075_C,21431_C,656017_C,519992_C,773_C,493462_C,C15ti,20702_C,240269_C,5366375_C,17354_C,38418_C,5366389_C,19810_C,C116bf,28758_C,C15sb,4668_C,357852_C,71995_C,5366563_C,5366402_C,5366488_C,5366521_C,357822_C,15098_C,272074_C,5366461_C,3480497_C,5361_C,5366421_C,5366561_C,C15gb,5366564_C,5366491_C,5366382_C,1181_C,C15gt,C57p,618_C,C15fz,263014_C,5366522_C,C15it,22915_C,5366474_C,38420_C,39370_C,67305_C,5366366_C,868455_C,624_C,3480477_C,4094_C,C15tm,5749_C,151864_C,5366462_C,C15kp,5144146_C,4666_C,3481122_C,C15dn,744_C,5366496_C,19457_C,C15gg,5366443_C,3480474_C,1340_C,C15az,3480495_C,3428_C,21656_C,8941_C,1878640_C,5366463_C,11963_C,C15ot,4671_C,C15ou,17106_C,C15yu,22922_C,5366494_C,350945_C,350998_C,5764_C,8144_C,4707_C,1232_C,151661_C,668226_C,C15an,18457_C,5366529_C,4673_C,C15mz,3481431_C,C15rr,4712_C,C15eb,C15cr,28107_C,C15jn,14701_C,C15gx,C15pz,8383_C,5366595_C,5366531_C,5366436_C,5366424_C,5366618_C,C15ry,18922_C,19994_C,5366626_C,648097_C,5366530_C,5366403_C,142539_C,5366378_C,C15bl,5366377_C,C15tz,18010_C,5366486_C,70511_C,38423_C,800_C,5366450_C,19202_C,139533_C,357824_C,601494_C,139428_C,C15ma,5366433_C,22926_C,72019_C,139506_C,C15jx,5366594_C,535689_C,68220_C,28489_C,C15jq,C15tw,4097_C,577168_C,551472_C,808_C,5366499_C,31121_C,C15vl,C15.1,14174_C,5366453_C,518617_C,5366439_C,14693_C,C15hs,C15ep,5366410_C,C15sm,C15ah,5366419_C,340084_C,C15vk,579439_C,9045_C,194197_C,4679_C,C15wd,4708_C,5366495_C,15272_C,707_C,868368_C,22086_C,5366466_C,C15li,1951_C,139434_C,5144121_C,C15gv,C15gs,5366533_C,5366396_C,5366441_C,2002_C,151734_C,C15ig,5663_C,4745_C,C15xo,38842_C,C15yy,10833_C,597758_C,142726_C,158076_C,21962_C,194177_C,7149_C,C15zz,23239_C,C15jg,C15lt,C15sr,5366411_C,C15xw,C15yn,C15qx,139460_C,730_C,226307_C,C15bc,C15pu,14111_C,3480425_C,5366551_C,537344_C,5366431_C,779_C,4085_C,5366472_C,21497_C,5366381_C,281587_C,5366385_C,5366477_C,5366483_C,23137_C,14689_C,17065_C,17832_C,5366467_C,31231_C,8728_C,139450_C,14683_C,5144115_C,65909_C,C15zn,353762_C,139511_C,675_C,C15eg,170838_C,C15jo,504444_C,C15qn,5305409_C,170870_C,16193_C,C15ss,5366464_C,16589_C,151500_C,16546_C,C15ax,38787_C,C15eh,5366406_C,3480429_C,C15pv,C15il,C15m,481493_C,3326121_C,4682_C,5366428_C,139603_C,5366459_C,782_C,3925_C,8813_C,5366624_C,5366598_C,C15fj,C15qv,3331402_C,522429_C,272070_C,236686_C,5366535_C,29018_C,140385_C,C15tn,4024321_C,22921_C,4678_C,C3u,5967_C,5366497_C,139542_C,3934832_C,C15vn,21523_C,5366604_C,193588_C,14965_C,41815_C,139656_C,5366513_C,C15vp,5366601_C,5366597_C,263606_C,493238_C,C15aw,5366468_C,139557_C,148182_C,C15em,19841_C,5366451_C,354837_C,C15qy,5366596_C,139553_C,4074_C,608375_C,31107_C,263053_C,5366617_C,3480485_C,10132_C,5366447_C,69613_C,22939_C,5366516_C,2410698_C,70355_C,788_C,5366501_C,32039_C,1270949_C,C15cc,16032_C,355737_C,687_C,230908_C,32233_C,54783_C,C15vs,534597_C,742_C,5366603_C,1881470_C,337611_C,4709_C,5366397_C,C15hr,14620_C,5366425_C,493716_C,221376_C,C15rh,864735_C,5366422_C,5366438_C,23081_C,5366471_C,18797_C,11051_C,7680_C,5366505_C,493825_C,146771_C,C91,C15ob,5366523_C,C15la,5755_C,5366417_C,C15lj,10792_C,26389_C,C15cb,139429_C,353775_C,193779_C,1269616_C,C15qe,5366465_C,248749_C,5366434_C,C15fx,651657_C,5366599_C,17542_C,24468_C,5366507_C,2277_C,193240_C,117339_C,46455_C,5366648_C,C15fr,13949_C,5366401_C,139442_C,54733_C,4726_C,5366569_C,264910_C,1884099_C,257122_C,264852_C,4087_C,280517_C,C15pg,5366608_C,1199279_C,139483_C,863728_C,32557_C,5366504_C,668520_C,139528_C,5323_C,63482_C,23083_C,49537_C,C15rm,14883_C,56579_C,10802_C,139425_C,5366600_C,C15cg,14244_C,69733_C,259802_C,14807_C,5144270_C,10739_C,1335_C,539405_C,14398_C,139489_C,26226_C,568264_C,C15ww,5366393_C,23052_C,139427_C,5366539_C,5366537_C,930187_C,5366503_C,261789_C,72094_C,669646_C,139522_C,5366430_C,C57t,31607_C,12258_C,C15ar,5366540_C,5366416_C,5762_C,38422_C,73151_C,57035_C,5144268_C,531701_C,260061_C,350978_C,1881468_C,197232_C,C15mj,5366518_C,5366493_C,1884091_C,151464_C,5366515_C,604_C,C15rf,5366566_C,5366480_C,5366456_C,5366395_C,C15bd,520044_C,671_C,C15yj,2889882_C,243359_C,72773_C,16526_C,4710_C,5366435_C,12240_C,5366543_C,5366534_C,5366628_C,183589_C,12630_C,C15ud,197256_C,21425_C,139571_C,361265_C,18148_C,860759_C,21526_C,C15nw,22126_C,67579_C,5366426_C,18786_C,C15if,5366552_C,5366532_C,142373_C,70509_C,863569_C,350651_C,68317_C,16606_C,481270_C,5366517_C,1878870_C,C15dj,67578_C,18076_C,4737_C,272242_C,862429_C,263257_C,C15or,5433_C,336581_C,146597_C,38814_C,5366369_C,3480480_C,22374_C,3176379_C,254479_C,11479_C,260091_C,5366631_C,5366622_C,493663_C,1535766_C,C15pn,C15wm,C15ac,27838_C,5366555_C,5366538_C,522514_C,3175830_C,5366444_C,21970_C,868475_C,10477_C,8846_C,5366449_C,5366376_C,3480422_C,8376_C,31134_C,C15os,5144159_C,264844_C,1163977_C,139518_C,13010_C,70656_C,19606_C,3399_C,261799_C,19761_C,814_C,20712_C,5761_C,5366487_C,340445_C,336805_C,274844_C,272201_C,139524_C,139508_C,4565_C,139468_C,12445_C,5366512_C,23135_C,5366405_C,5366404_C,5366370_C,350974_C,2953739_C,708_C,5366637_C,5366620_C,5366619_C,5366616_C,5366614_C,493046_C,492982_C,280436_C,1304_C,71848_C,3175149_C,262994_C,193583_C,140197_C,254338_C,5366394_C,1270993_C,C15ga,C15wj,C15kg,31555_C,21449_C,5775_C,38419_C,9790_C,259787_C,1894762_C,142337_C,139419_C,142476_C,142335_C,139527_C,176442_C,3480494_C,C15rg,15312_C,5366558_C,5366556_C,5366546_C,19760_C,27221_C,23148_C,C15h,70545_C,C66,C57e,869671_C,5366625_C,492992_C,361262_C,33223_C,C15om,C15me,8817_C,5366610_C,5366609_C,22114_C,20026_C,18078_C,5366511_C,5366508_C,5366502_C,5366475_C,5366408_C,5366400_C,5366388_C,1794111_C,139645_C,C116u,863323_C,5144279_C,497865_C,37097_C,31979_C,3176529_C,3052018_C,281585_C,263037_C,241926_C,23088_C,15537_C,152347_C,1164357_C,C15sy,668243_C,661880_C,5366605_C,487141_C,226088_C,197227_C,193658_C,2889721_C,167565_C,146146_C,139466_C,C15qd,5366584_C,5366575_C,272062_C,21965_C,5366646_C,355475_C,3175409_C,260067_C,23086_C,15641_C,139462_C,C15px,C116ac,668521_C,5366621_C,488800_C,1807083_C,12985_C,361059_C,226472_C,202574_C,195665_C,139575_C,11493_C,5366547_C,5366542_C,4788686_C,1807731_C,142939_C,784_C,5012475_C,3887_C,28070_C,22944_C,21959_C,180097_C,17155_C,139779_C,868386_C,5366479_C,5366470_C,5366452_C,5366445_C,5366440_C,5366427_C,5366412_C,5366390_C,5366384_C,4799009_C,31112_C,263482_C,21543_C,1879338_C,1879334_C,C15rd,C15el,631417_C,568454_C,5366611_C,519996_C,3889_C,2930265_C,264888_C,236165_C,201204_C,172691_C,15757_C,54734_C,5366514_C,5366510_C,5366509_C,5366506_C,5366500_C,3480489_C,33233_C,31877_C,23160_C,139454_C,551500_C,5366525_C,534593_C,277291_C,272264_C,254455_C,237874_C,195051_C,14618_C,139555_C,C15lc,C15ff,651249_C,5366489_C,5144196_C,454346_C,355703_C,3480545_C,32395_C,32228_C,3175157_C,3174989_C,3054045_C,263244_C,259763_C,240287_C,23132_C,22929_C,22925_C,22924_C,22781_C,19468_C,1793607_C,117360_C,C7x,5366581_C,5366579_C,5366578_C,5366574_C,5366573_C,351006_C,350990_C,2416711_C,22211_C,166333_C,14699_C,10735_C,C15ld,C15ja,C116f,8848_C,5366650_C,33519_C,280301_C,254148_C,243061_C,23131_C,22927_C,148086_C,139430_C,C15jh,708296_C,651723_C,5366633_C,5366627_C,492998_C,4082_C,38840_C,199083_C,18080_C,15878_C,1163561_C,C15uk,C15te,5366565_C,5311_C,264857_C,201162_C,C15vc,C15mq,C15df,C15cd,716038_C,5366607_C,5366606_C,5366602_C,5366593_C,493741_C,350985_C,3071631_C,28456_C,280287_C,241663_C,232253_C,202561_C,193522_C,17291_C,146163_C,139556_C,1327233_C,12992_C,C15tl,868477_C,67477_C,612903_C,54745_C,5366560_C,5366559_C,5366557_C,5366554_C,5366553_C,5366550_C,5366549_C,5366548_C,5366545_C,5366544_C,5366541_C,5366536_C,38812_C,350975_C,350942_C,3052217_C,2285048_C,21971_C,139569_C,C15wf,674670_C,67296_C,67177_C,5366645_C,5366644_C,5366643_C,5144219_C,3930203_C,38795_C,3325783_C,31874_C,3176160_C,3175880_C,261167_C,22930_C,22578_C,202271_C,18555_C,170915_C,167870_C,155886_C,14878_C,14366_C,142442_C,142433_C,139568_C,139441_C,139431_C,139417_C,1269192_C,542923_C,5366481_C,5366478_C,5366476_C,5366473_C,5366457_C,5366455_C,5366454_C,5366448_C,5366446_C,5366442_C,5366437_C,5366432_C,5366429_C,5366423_C,5366420_C,5366418_C,5366415_C,5366414_C,5366413_C,5366399_C,5366398_C,5366392_C,5366391_C,5366383_C,5366380_C,5366374_C,5366373_C,5366372_C,5366367_C,5144377_C,4797992_C,351031_C,20526_C,1881473_C,1417194_C,C3,C15zp,928761_C,862784_C,70960_C,632327_C,605760_C,545274_C,545271_C,5366528_C,5366527_C,5366524_C,5144129_C,43200_C,357819_C,281593_C,272383_C,272351_C,272298_C,272111_C,240412_C,240349_C,21542_C,194206_C,194205_C,194188_C,193616_C,190338_C,1890710_C,166278_C,15100_C,139579_C,139534_C,139445_C,139422_C,12629_C,C15ic,5366592_C,5366591_C,5366590_C,5366589_C,5366588_C,5366587_C,5366586_C,5366585_C,5366583_C,5366582_C,5366580_C,5366577_C,5366576_C,5366572_C,5366571_C,519451_C,480676_C,3480645_C,31963_C,2889547_C,236427_C,203040_C,16837_C,1566824_C,154410_C,139723_C,139493_C,139492_C,139457_C,C15ub,661491_C,63466_C,54741_C,5366649_C,5366647_C,532689_C,482499_C,471284_C,337631_C,336833_C,336816_C,3175398_C,30434_C,263769_C,263762_C,261779_C,261773_C,260100_C,260077_C,259783_C,246763_C,236484_C,23145_C,23133_C,21577_C,208831_C,19795_C,193606_C,170822_C,15930_C,151841_C,142834_C,14158_C,139736_C,139543_C,139530_C,139512_C,139502_C,139494_C,139485_C,1327258_C,12749_C,117565_C,117249_C,C93e,C15yq,C15wx,C15cl,C15bg,868228_C,71191_C,677469_C,5366642_C,5366641_C,5366640_C,5366639_C,5366638_C,5366636_C,5366635_C,5366634_C,5366632_C,5366630_C,5366629_C,5366623_C,5366613_C,5293257_C,493629_C,493347_C,492999_C,481345_C,478888_C,38376_C,3175975_C,31396_C,28300_C,261705_C,261161_C,259799_C,254135_C,23273_C,229825_C,22647_C,213372_C,206996_C,197153_C,189098_C,18032_C,173937_C,155850_C,154454_C,143223_C,139930_C,139785_C,1133_C,1128_C,C15tv,933474_C,67478_C,603764_C,596617_C,568399_C,5366570_C,5366568_C,5366567_C,533103_C,522176_C,514309_C,4618_C,454426_C,4077_C,359274_C,28356_C,28334_C,264839_C,242441_C,240447_C,2318202_C,151663_C,151445_C,139710_C,139461_C,11483_C
226781,Por_02_Bottom,12896,4156,133,162,313,0,0,48,434,7,0,356,0,85,231,82,0,0,0,152,0,7,0,117,201,69,70,0,144,102,90,58,92,0,0,58,92,33,93,34,63,0,78,0,0,32,0,43,0,0,26,82,63,0,0,25,0,5,25,0,3,68,24,0,79,45,0,44,4,3,11,40,3,0,9,0,58,0,21,4,0,44,0,9,20,0,13,30,19,30,29,0,25,35,15,11,20,0,40,30,8,5,25,27,10,6,0,13,10,7,13,0,0,33,39,27,7,0,36,0,0,0,26,9,0,31,0,0,3,0,0,23,0,4,0,13,0,12,8,0,7,7,0,9,5,5,43,0,5,0,27,0,27,3,6,4,0,0,0,9,0,8,0,4,0,0,4,7,8,0,0,0,8,4,0,7,0,11,0,0,0,0,0,0,34,0,7,0,17,4,0,0,0,0,5,10,4,5,4,0,0,9,6,0,0,29,0,0,22,0,0,0,0,28,11,0,0,0,3,0,3,3,40,0,5,6,0,0,0,0,4,3,0,6,0,0,0,3,0,5,0,0,0,4,6,14,5,0,3,0,3,0,5,0,4,0,0,0,4,0,9,7,3,10,0,0,0,17,5,0,0,0,0,0,0,0,5,35,8,0,0,0,0,6,0,0,0,3,0,3,3,0,7,0,0,0,0,29,0,3,3,6,5,3,10,5,0,0,8,10,0,3,0,0,0,0,4,20,0,0,0,0,0,4,5,0,3,3,0,4,6,5,0,0,3,3,0,3,0,8,3,5,0,0,5,7,0,3,10,6,0,0,0,7,0,0,0,7,0,5,0,3,0,0,4,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,4,0,0,0,20,0,4,0,0,7,0,6,0,4,0,4,3,0,4,0,4,0,0,4,4,0,0,18,0,4,0,3,5,0,0,0,0,0,4,0,4,5,3,0,3,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,4,0,0,9,5,0,4,0,0,3,0,0,4,0,0,0,0,5,4,0,3,0,0,3,4,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,5,3,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,4,4,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226779,Por_01_Bottom,15050,6352,161,185,419,0,0,66,487,19,0,402,0,117,286,105,0,0,0,171,0,10,0,146,317,93,90,3,263,117,74,65,103,4,0,51,90,46,118,35,92,0,84,0,0,47,0,35,0,5,31,111,78,0,0,35,0,5,24,0,0,131,33,0,72,127,0,6,7,4,24,30,5,0,9,0,61,0,13,3,3,45,0,93,22,0,15,30,18,57,79,0,45,46,17,12,16,0,59,44,9,7,57,64,18,9,0,12,5,25,5,0,0,57,39,66,3,4,33,0,0,0,15,11,0,35,0,0,0,0,0,41,0,9,0,10,0,12,12,0,11,7,0,3,0,7,22,85,3,0,26,0,31,0,10,6,0,4,0,3,0,12,0,10,0,39,6,6,7,0,38,8,4,0,46,7,0,6,0,6,0,3,37,0,0,0,9,0,19,11,0,3,0,0,5,10,6,8,4,0,0,4,0,10,0,0,3,4,0,0,0,0,5,0,17,3,15,0,4,0,4,0,0,7,6,5,0,5,8,0,7,0,7,4,0,0,0,5,0,4,3,0,49,4,13,21,5,0,6,4,0,0,4,0,10,0,0,0,4,0,17,11,13,12,0,3,0,0,13,0,0,0,3,0,0,0,4,0,14,0,0,0,16,9,6,0,4,0,8,0,11,0,7,0,0,0,4,0,6,0,10,14,3,5,8,0,0,0,11,9,0,4,0,4,3,4,0,0,0,0,0,4,4,0,3,0,0,4,0,5,0,11,0,0,0,3,0,3,0,0,3,0,0,0,10,6,0,3,0,3,0,0,0,11,3,10,0,3,0,3,0,0,4,0,7,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,5,0,4,0,4,0,6,0,0,3,0,0,0,0,4,0,4,0,0,0,3,0,0,4,4,13,0,0,3,3,0,6,4,0,0,4,0,3,0,0,7,0,0,3,0,0,0,3,0,0,3,4,5,5,0,3,4,3,0,0,0,0,0,4,0,0,7,0,0,7,3,6,0,5,4,3,0,0,0,4,3,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,5,0,3,3,5,0,3,0,0,0,3,4,6,0,0,4,0,0,0,5,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,4,0,0,0,6,0,0,0,4,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,9,5,0,4,0,0,0,0,4,5,0,5,0,0,0,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,4,3,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,6,5,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,3,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
